EVTDESC13356_NEWS_MEDIUM;The Righteous Society of Harmonious Fists, known as 'Boxers' have carried out massacres on European missionaries and traders in China. Along with Europeans unfortunate enough to come in their path, several Chinese Christian converts have also been brutally slaughtered.;;Der Verband f�r Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', massakrierten europ�ische Missionare und H�ndler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13356_NEWS_SHORT;Boxers' have carried out massacres on European missionaries and traders in China. Along with Europeans, several Chinese Christian converts have also been brutally slaughtered.;;Boxer' massakrierten europ�ische Missionare und H�ndler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13358_NEWS_LONG;The Doctrine of Lapse' was a British policy regarding Britain's Indian subject nations, the Princely States, that stated that any such nation could be immediately annexed by the British East India company if the ruler died without a direct heir, or if the ruler was found 'manifestly incompetent'. The doctrine was repudiated with the Establishment of the British Raj in 1858. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;Die 'Doctrine of Lapse' war eine britische Richtlinie im Bezug auf indische F�rstenstaaten, basierend auf der Regel, dass eine solche Nation sofort von Britisch-Ostindien annektiert werden kann, wenn der Herrscher ohne Thronfolge stirbt oder als deutlich behindert eingeordnet werden kann. Die Doktin wurde mit Einrichtung des britischen Raj 1858 eingestellt. Aufgrund des desastr�sen Zustands der Regierung von $FROMCOUNTRY$, erkl�rte die Ostindische Kompanie deren Unabh�ngigkeit heute f�r null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_MEDIUM;The Doctrine of Lapse' was a British policy allowing to annex Britain's Indian subject nations. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;Die 'Doctrine of Lapse' war eine britische Richtlinie, die die unmittelbare Annektierung indischer Kolonien erlaubte. Aufgrund des desastr�sen Zustands der Regierung von $FROMCOUNTRY$, erkl�rte die Ostindische Kompanie deren Unabh�ngigkeit heute f�r null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_SHORT;Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;Aufgrund des desastr�sen Zustands der Regierung von $FROMCOUNTRY$, erkl�rte die Ostindische Kompanie deren Unabh�ngigkeit heute f�r null und nichtig.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_LONG;$COUNTRY$ is under intellectual assault by modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. If the locals are to remain what they always have been, and not become something else entirely, now is the time to assume control of their own destiny. It has become apparent to the leading members of the intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tzu says: The reed that bends before the wind, also offers a form of resistance.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindr�cke verbreiten sich rasend. Wenn die Einwohner ihre Kultur erhalten wollen, so m�ssen sie die Kontrolle �ber ihr Schicksal zur�ckerlangen. F�hrende Mitglieder der intellektuellen Elite erkennen, dass ihre beste Chance darin besteht, mit dem westlichen Leviathan mitzuschwimmen. Wie Sun Tzu schon sagte: Das Schilf biegt sich im Winde, aber es bricht nicht.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_MEDIUM;$COUNTRY$ is under intellectual assault by the modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindr�cke verbreiten sich rasend. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
westernize_nation_desc_NEWS_SHORT;$COUNTRY$ is under intellectual assault by the modernity of Western World. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
EVTDESC19500_NEWS_LONG;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river a few days ago. In the devastation left after what must obviously have been an attack, they have found the remains of several Afrikaaner men, women and children. Spearheads left at the site tell a clear tale. It appears as if the Impis of the Zulu, to the South-east, are behind the massacre. A military intervention against the tribe might be necessary as a response to this new threat against the Voortrekker pioneers.;;Die rauchenden �berreste eines Voortrekker-Personenzuges wurden von Sp�hern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Als Ergebnis dieses vermuteten Angriffs fanden sie die Leichen zahlreicher M�nner, Frauen und Kinder der Afrikaans. Vorort gefundene Speerspitzen best�tigen den Verdacht, dass die Impis der Zulu aus dem S�dosten hinter dem Massaker stecken. Eine Milit�raktion gegen den Stamm scheint die einzig richtige Antwort auf diese neue Bedrohung der Voortrekker-Pioniere.;;;;;;;;;;;x;
EVTDESC19500_NEWS_MEDIUM;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river a few days ago. They have found the remains of several Afrikaaner men, women and children. Spearheads left at the site tell a clear tale. The Zulu are behind the massacre.;;�berreste eines Voortrekker-Personenzuges wurden von Sp�hern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Sie fanden die Leichen zahlreicher M�nner, Frauen und Kinder der Afrikaans. Gefundene Speerspitzen best�tigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19500_NEWS_SHORT;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river. Spearheads left at the site tell a clear tale. The Zulu are behind the massacre.;;�berreste eines Voortrekker-Zuges wurden von Sp�hern vor einigen Tagen am Bushman-Fluss entdeckt. Gefundene Speerspitzen best�tigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19501_NEWS_LONG;Migrants have been moving in large numbers through the colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', on the edge of the Witwatersrand mountains, where a major gold rush is taking place. Local ancient river deltas hold unimaginable amounts of gold deposits, washed down from surrounding gold-rich greenstone belts to the north and west. The massive influx of foreign residents to the area is causing trouble along the borders, and this might become a threat to the independence of these fringe states.;;Einwanderer ziehen in Massen, auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. Die Flussdeltas der Region sind reich an unglaublichen Goldvorr�ten, die aus dem Norden und Westen des Gr�nsteing�rtels herangewaschen wurden. Der enorme Zuwachs an Fremden sorgt f�r Probleme in den Grenzgebieten, was f�r die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_MEDIUM;Migrants have been moving in large numbers on their way to the newly incorporated town of 'Johannesburg', in the Witwatersrand mountains, where a major gold rush is taking place. The massive influx of foreign residents might become a threat to the independence of the fringe states.;;Einwanderer ziehen in Massen in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, wo das Goldfieber ausgebrochen ist. Der enorme Zuwachs an Fremden sorgt f�r Probleme in den Grenzgebieten, was f�r die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_SHORT;Migrants have been moving in large numbers through the colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', , where a major gold rush is taking place.;;Einwanderer ziehen in Massen auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. ;;;;;;;;;;;x;
EVTDESC22500_NEWS_LONG;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. Real estate prices have been soaring for the past year and a half, and while some analysts have warned for quite some time that the prices have been artificially high , the matadors of the bull market have left any such warnings unheeded. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to what is referred to as 'the failures of dog-eat-dog capitalism'.;;Heute ist ein trostloser Tag f�r $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase k�mpft. Die Immobilienpreise sind laut Finanzexperten seit mehr als anderthalb Jahren alarmierend in die H�he gestiegen, doch die Warnungen verhallten ungeh�rt. In Regierungskreisen schreit man nach erh�hter Banken- und W�hrungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_MEDIUM;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to the 'the failures of dog-eat-dog capitalism'.;;Ein trostloser Tag f�r $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase k�mpft. In Regierungskreisen schreit man nach erh�hter Banken- und W�hrungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_SHORT;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. In government circles, cries for increased regulations are being heard.;;Ein trostloser Tag f�r $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase k�mpft. In Regierungskreisen schreit man nach erh�hten Regulierungen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_LONG;A major crash on the $CAPITAL$ stock market has devolved into something much worse entirely, following massive bank runs triggered by plummeting saver's confidence in the banking sector. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow. With the intertwining of the economies of the western world, the crisis quickly spreads to other countries, and the effects of the crash now reverberate around the world, in what will be known to posterity as: The $YEAR$ Great Depression.;;Ein B�rsencrash in $CAPITAL$ f�hrt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi �ber Nacht wird die Folge sein. Weitreichende westliche Handelsbeziehungen bringen die Krise in andere L�nder, ersch�ttern die Weltwirtschaft und werden als Gro�e Depression von $YEAR$ in die Geschichte eingehen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_MEDIUM;A major crash on the $CAPITAL$ stock market has devolved into something much worse, following massive bank runs triggered by plummeting saver's confidence in the banking sector. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow.;;Ein B�rsencrash in $CAPITAL$ f�hrt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi �ber Nacht wird die Folge sein. ;;;;;;;;;;;;x
EVTDESC22510_NEWS_SHORT;A major crash on the $CAPITAL$ stock market has devolved into something much worse, following massive bank runs triggered by plummeting saver's confidence in the banking sector.;;Ein B�rsencrash in $CAPITAL$ f�hrt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken.;;;;;;;;;;;x;
EVTDESC23203_NEWS_LONG;$COUNTRY_ADJ$ explorers have mapped out the source of the Nile, and have brought glory and prestige to this great country! Fighting the harsh climate and local tribes, pushing forward tirelessly along the river banks despite sickness and exhaustion plaguing their endeavour, they eventually managed to reach a large body of water which they claim to be the source of this legendary river. A detailed account of their journey was published and is believed to be the first in the western world, bestowing a great honor on the country which organised the expedition.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Prestige gebracht! Dem rauhen Klima und lokalen St�mmen zum Trotz, trotz Krankheit und Ersch�pfung stets dem Flusslauf folgend, erreichten sie ein immenses Wasserlager, das sie als Ursprung des imposanten Nils deklarierten. Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt ver�ffentlicht und bringt dem die Expedition finanzierenden Land gro�e Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_MEDIUM;$COUNTRY_ADJ$ explorers have mapped out the source of the Nile, and have brought glory and prestige to this great country! A detailed account of their journey was published, bestowing a great honor on the country which organised the expedition.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Ehre gebracht! Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt ver�ffentlicht und bringt dem die Expedition finanzierenden Land gro�e Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_SHORT;$COUNTRY_ADJ$ explorers have mapped out the source of the Nile, and have brought glory and prestige to this great country as a detailed account of their journey was recently published.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land mit der Ver�ffentlichung des Reiseberichts Ruhm und Ehre gebracht!;;;;;;;;;;;x;
EVTDESC23207_NEWS_LONG;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the North Pole and have brought glory and prestige to this great country! Accompanied by four local Inuit men, Ootah, Seeglo, Egingwah, and Ooqueah, the expedition successfully reached the target that eluded so many before them. The detailed account of their navigation work leaves no doubt they are the first westerners to ever arrive there, leaving the world of science in awe of their achievement. Highest respect of international community is bestowed on the country which organised this remarkable expedition.;;$COUNTRY_ADJ$ Entdecker haben als Erste eine Flagge am Nordpol errichtet und dem Land Ruhm und Ehre gebracht. Die Expedition erreichte in Begleitung von vier erfahrenen Inuit  namens Ootah, Seeglo, Egingwah und Ooqueah ihr Ziel, an welchem so viele vor ihnen scheiterten. Der ausf�hrliche Reisebericht l�sst keinen Zweifel daran, dass sie die ersten Menschen des Westens sind, die diesen Punkt je erreichten und die Welt der Wissenschaft staunt. Dem Land, dass diese Expedition organisierte, geb�hrt weltweiter Respekt.;;;;;;;;;;;x;
EVTDESC23207_NEWS_MEDIUM;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the North Pole and have brought glory and prestige to this great country! The detailed account of their navigation work leaves no doubt they are the first westerners to ever arrive at the target that eluded so many before.;;$COUNTRY_ADJ$ Entdecker haben als Erste eine Flagge am Nordpol errichtet und dem Land Ruhm und Ehre gebracht. Der ausf�hrliche Reisebericht l�sst keinen Zweifel daran, dass sie die ersten Menschen des Westens sind, die dieses Ziel je erreichten, an dem so viele vor ihnen scheiterten.;;;;;;;;;;;x;
EVTDESC23207_NEWS_SHORT;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the North Pole and have brought glory and prestige to this great country! They reach the target with help of local Inuit inhabitants.;;$COUNTRY_ADJ$ Entdecker haben als Erste in Begleitung von vier erfahrenen Inuit eine Flagge am Nordpol errichtet und dem Land Ruhm und Ehre gebracht.;;;;;;;;;;;x;
EVTDESC23211_NEWS_LONG;$COUNTRY_ADJ$ explorers have been the first to raise a flag at the South Pole and have brought glory and prestige to this great country! The account of their journey discusses how having waited for the first hints of Spring, they set out to their destination with four sledges and fifty-two dogs. Two filled with dangers and exhaustion months later they arrived at the South Pole and marked the spot for future explorers to leave no doubt they were the first to reach it. A competing expedition was not heard from and is believed to have perished trying to reach the same goal.;;$COUNTRY_ADJ$ Entdecker haben als Erste eine Flagge am S�dpol errichtet und dem Land Ruhm und Ehre gebracht! Laut Reisebericht brachen sie nach einer zerm�rbenden Wartezeit auf den Fr�hling mit vier Schlitten und zweiundf�nfzig Hunden zu ihrem Ziel auf. Zwei Monate voller Gefahren und Ersch�pfung sp�ter erreichten sie ihr Ziel und markierten den Punkt als Zeichen f�r alle nachfolgenden Entdecker, dass sie die ersten waren. Eine konkurrierende Expedition wird vermisst und es wird angenommen, dass sie umgekommen sind.;;;;;;;;;;;x;
